2023-06-05 16:16:39 INFO  Waitings:119 - TOTAL TIME that the ENTIRE of DATA COLLATION PAGE page was loading: 1.05 seconds.
2023-06-05 16:16:54 INFO  Waitings:242 - TOTAL TIME that 'Plant' WIDTH field page was loading: 0.028 seconds.
2023-06-05 16:16:54 INFO  LandingPage:1867 - Width for PLANT input field was SUCCESSFULLY changed.
2023-06-05 16:16:54 INFO  LandingPage:1880 - PLANT input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:55 INFO  LandingPage:1898 - The 'Storage location' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:55 INFO  Waitings:242 - TOTAL TIME that 'Storage location' WIDTH field page was loading: 0.015 seconds.
2023-06-05 16:16:55 INFO  LandingPage:1909 - Width for STORAGE LOCATION input field was SUCCESSFULLY changed.
2023-06-05 16:16:55 INFO  LandingPage:1922 - STORAGE LOCATION input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:55 INFO  LandingPage:1940 - The 'Valuation Type' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:55 INFO  Waitings:242 - TOTAL TIME that 'Valuation Type' WIDTH field page was loading: 0.03 seconds.
2023-06-05 16:16:56 INFO  LandingPage:1951 - Width for VALUATION TYPE input field was SUCCESSFULLY changed.
2023-06-05 16:16:56 INFO  LandingPage:1964 - VALUATION TYPE input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:56 INFO  LandingPage:1982 - The 'Handling Type' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:56 INFO  Waitings:242 - TOTAL TIME that 'Handling Type' WIDTH field page was loading: 0.017 seconds.
2023-06-05 16:16:56 INFO  LandingPage:1993 - Width for HANDLING TYPE input field was SUCCESSFULLY changed.
2023-06-05 16:16:56 INFO  LandingPage:2006 - HANDLING TYPE input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:56 INFO  LandingPage:2024 - The 'Posting Date' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:56 INFO  Waitings:242 - TOTAL TIME that 'Posting Date' WIDTH field page was loading: 0.027 seconds.
2023-06-05 16:16:57 INFO  LandingPage:2035 - Width for POSTING DATE input field was SUCCESSFULLY changed.
2023-06-05 16:16:57 INFO  LandingPage:2048 - POSTING DATE input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:57 INFO  LandingPage:2066 - The 'Partner Function' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:57 INFO  Waitings:242 - TOTAL TIME that 'Partner Function' WIDTH field page was loading: 0.014 seconds.
2023-06-05 16:16:57 INFO  LandingPage:2077 - Width for PARTNER FUNCTION input field was SUCCESSFULLY changed.
2023-06-05 16:16:57 INFO  LandingPage:2090 - PARTNER FUNCTION input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:57 INFO  LandingPage:2150 - The 'Partners' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:57 INFO  Waitings:242 - TOTAL TIME that 'Partners' WIDTH field page was loading: 0.014 seconds.
2023-06-05 16:16:58 INFO  LandingPage:2162 - Width for PARTNERS input field was SUCCESSFULLY changed.
2023-06-05 16:16:58 INFO  LandingPage:2175 - PARTNERS input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:58 INFO  LandingPage:2193 - The 'Net Price' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:58 INFO  Waitings:242 - TOTAL TIME that 'Net Price' WIDTH field page was loading: 0.013 seconds.
2023-06-05 16:16:58 INFO  LandingPage:2204 - Width for NET PRICE input field was SUCCESSFULLY changed.
2023-06-05 16:16:58 INFO  LandingPage:2217 - NET PRICE input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:58 INFO  LandingPage:2235 - The 'Currency' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:58 INFO  Waitings:242 - TOTAL TIME that 'Currency' WIDTH field page was loading: 0.014 seconds.
2023-06-05 16:16:59 INFO  LandingPage:2246 - Width for CURRENCY input field was SUCCESSFULLY changed.
2023-06-05 16:16:59 INFO  LandingPage:2259 - CURRENCY input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:59 INFO  LandingPage:2277 - The 'Pricing Unit' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:59 INFO  Waitings:242 - TOTAL TIME that 'Pricing Unit' WIDTH field page was loading: 0.016 seconds.
2023-06-05 16:16:59 INFO  LandingPage:2288 - Width for PRICING UNIT input field was SUCCESSFULLY changed.
2023-06-05 16:16:59 INFO  LandingPage:2301 - PRICING UNIT input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:16:59 INFO  LandingPage:2319 - The 'Unit of Measure' WIDTH field (on 'PERSONALIZATION' popup) was clicked for editing.
2023-06-05 16:16:59 INFO  Waitings:242 - TOTAL TIME that 'Unit of Measure' WIDTH field page was loading: 0.028 seconds.
2023-06-05 16:17:00 INFO  LandingPage:2330 - Width for UNIT OF MEASURE input field was SUCCESSFULLY changed.
2023-06-05 16:17:00 INFO  LandingPage:2343 - UNIT OF MEASURE input field was unselected in the FIXED column BY DEFAULT.
2023-06-05 16:17:00 INFO  LandingPage:1192 - The 'SAVE' button (on 'PERSONALIZATION' popup) was clicked to save Default Settings.
2023-06-05 16:17:01 INFO  Waitings:119 - TOTAL TIME that the DATA COLLATION PAGE after closing PERSONALIZATION popup page was loading: 1.074 seconds.
2023-06-05 16:17:03 INFO  Graphics_Screenshots:48 - EMPTY DATA COLLATION PAGE window screenshot was made. 
2023-06-05 16:17:13 INFO  LandingPage:3793 - The 'Add Item' table DOES NOT have the automatically added first editable row!
2023-06-05 16:17:13 INFO  LandingPage:4154 - Button 'NEW' is in ENABLED status.
2023-06-05 16:17:13 INFO  LandingPage:4175 - 'NEW' button was clicked on the main toolbar.
2023-06-05 16:17:13 INFO  Waitings:220 - TOTAL TIME that the Editable HEADER DATA Table page was loading: 0.548 seconds.
2023-06-05 16:17:13 WARN  LandingPage:4156 - Button 'NEW' is in DISABLED status.
2023-06-05 16:17:15 INFO  Waitings:186 - TOTAL TIME that the INPUT 'VEHICLE NUMBER' EDITABLE web-element was loading: 0.035 seconds.
2023-06-05 16:17:17 INFO  AddItemTable:818 - VEHICLE NUMBER input field is SUCCESSFULLY filled in with value: OGSD_G10
2023-06-05 16:17:19 INFO  Waitings:336 - TOTAL TIME that the MAIN PAGE after providing 'VEHICLE NUMBER' page was loading: 0.035 seconds.
2023-06-05 16:17:21 INFO  AddItemTable:749 - 'OVERVIEW FOR THE REFERENCE OBJECT' popup was closed.
2023-06-05 16:17:22 INFO  Waitings:271 - TOTAL TIME that Status update after providing VEHICLE NUMBER value page was loading: 0.509 seconds.
2023-06-05 16:17:23 INFO  AddItemTable:721 - The PLANT FOR VEHICLE input has been autofilled with value: GP01
2023-06-05 16:17:23 INFO  AddItemTable:700 - The STORAGE LOCATION FOR VEHICLE input has been autofilled with value: G1LT
2023-06-05 16:17:23 INFO  LandingPage:4200 - Button 'ADD ITEM' is in ENABLED status.
2023-06-05 16:17:33 INFO  LandingPage:3793 - The 'Add Item' table DOES NOT have the automatically added first editable row!
2023-06-05 16:17:33 INFO  Test_Cases:258 - 'ADD ITEM' button was clicked because the 'ITEM DATA' table has NO editable rows yet.
2023-06-05 16:17:34 INFO  Waitings:242 - TOTAL TIME that Editable first row of ADD ITEM Table - 'LEFT part' page was loading: 1.343 seconds.
2023-06-05 16:17:34 INFO  Waitings:242 - TOTAL TIME that Editable first row of ADD ITEM Table - 'RIGHT part' page was loading: 0.046 seconds.
2023-06-05 16:17:36 INFO  LandingPage:3840 - Document Status field is in 'A' status as expected.
2023-06-05 16:17:47 INFO  Waitings:336 - TOTAL TIME that the Updating ADD ITEM TABLE page was loading: 0.015 seconds.
2023-06-05 16:17:48 INFO  Waitings:479 - TOTAL TIME that the RIGHT PART of ADD ITEM TABLE -> 1st ROW was observed for changing its status: 1.068 seconds.
2023-06-05 16:17:50 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:17:50 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:17:50 INFO  AddItemTable:3411 - MATERIAL element's Position from left side is: 720 pixels.
2023-06-05 16:17:50 INFO  AddItemTable:3415 - MATERIAL element's Position from top is: 507 pixels.
2023-06-05 16:17:50 INFO  AddItemTable:3419 - MATERIAL element width is 62 pixels
2023-06-05 16:17:50 INFO  AddItemTable:3423 - MATERIAL element height Is 28 pixels
2023-06-05 16:17:50 INFO  AddItemTable:3427 - MATERIAL end coordinate of Web element on X axis is: 782
2023-06-05 16:17:50 INFO  AddItemTable:3431 - MATERIAL end coordinate of Web element on Y axis is: 535
2023-06-05 16:17:50 INFO  AddItemTable:3490 - Material Element is completelly visible in the view port.
2023-06-05 16:17:50 INFO  AddItemTable:2069 - MATERIAL input field is SUCCESSFULLY filled in.
2023-06-05 16:17:50 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:17:50 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:17:51 INFO  AddItemTable:3411 - QUANTITY element's Position from left side is: 876 pixels.
2023-06-05 16:17:51 INFO  AddItemTable:3415 - QUANTITY element's Position from top is: 507 pixels.
2023-06-05 16:17:51 INFO  AddItemTable:3419 - QUANTITY element width is 72 pixels
2023-06-05 16:17:51 INFO  AddItemTable:3423 - QUANTITY element height Is 28 pixels
2023-06-05 16:17:51 INFO  AddItemTable:3427 - QUANTITY end coordinate of Web element on X axis is: 948
2023-06-05 16:17:51 INFO  AddItemTable:3431 - QUANTITY end coordinate of Web element on Y axis is: 535
2023-06-05 16:17:51 INFO  AddItemTable:3490 - Quantity Element is completelly visible in the view port.
2023-06-05 16:17:51 INFO  AddItemTable:2102 - QUANTITY input field is SUCCESSFULLY filled in.
2023-06-05 16:17:51 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:17:51 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:17:51 INFO  AddItemTable:3411 - PLANT element's Position from left side is: 1024 pixels.
2023-06-05 16:17:51 INFO  AddItemTable:3415 - PLANT element's Position from top is: 507 pixels.
2023-06-05 16:17:51 INFO  AddItemTable:3419 - PLANT element width is 60 pixels
2023-06-05 16:17:52 INFO  AddItemTable:3423 - PLANT element height Is 28 pixels
2023-06-05 16:17:52 INFO  AddItemTable:3427 - PLANT end coordinate of Web element on X axis is: 1084
2023-06-05 16:17:52 INFO  AddItemTable:3431 - PLANT end coordinate of Web element on Y axis is: 535
2023-06-05 16:17:52 INFO  AddItemTable:3490 - Plant Element is completelly visible in the view port.
2023-06-05 16:17:52 INFO  AddItemTable:2132 - PLANT input field is SUCCESSFULLY filled in.
2023-06-05 16:17:52 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:17:52 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:17:52 INFO  AddItemTable:3411 - STORAGE LOCATION element's Position from left side is: 1086 pixels.
2023-06-05 16:17:52 INFO  AddItemTable:3415 - STORAGE LOCATION element's Position from top is: 507 pixels.
2023-06-05 16:17:52 INFO  AddItemTable:3419 - STORAGE LOCATION element width is 72 pixels
2023-06-05 16:17:52 INFO  AddItemTable:3423 - STORAGE LOCATION element height Is 28 pixels
2023-06-05 16:17:52 INFO  AddItemTable:3427 - STORAGE LOCATION end coordinate of Web element on X axis is: 1158
2023-06-05 16:17:52 INFO  AddItemTable:3431 - STORAGE LOCATION end coordinate of Web element on Y axis is: 535
2023-06-05 16:17:52 INFO  AddItemTable:3490 - Storage location Element is completelly visible in the view port.
2023-06-05 16:17:52 INFO  AddItemTable:2162 - STORAGE LOCATION input field is SUCCESSFULLY filled in.
2023-06-05 16:17:52 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:17:52 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:17:52 INFO  AddItemTable:3411 - VALUATION TYPE element's Position from left side is: 1160 pixels.
2023-06-05 16:17:52 INFO  AddItemTable:3415 - VALUATION TYPE element's Position from top is: 507 pixels.
2023-06-05 16:17:52 INFO  AddItemTable:3419 - VALUATION TYPE element width is 72 pixels
2023-06-05 16:17:52 INFO  AddItemTable:3423 - VALUATION TYPE element height Is 28 pixels
2023-06-05 16:17:52 INFO  AddItemTable:3427 - VALUATION TYPE end coordinate of Web element on X axis is: 1232
2023-06-05 16:17:52 INFO  AddItemTable:3431 - VALUATION TYPE end coordinate of Web element on Y axis is: 535
2023-06-05 16:17:52 INFO  AddItemTable:3490 - Valuation Type Element is completelly visible in the view port.
2023-06-05 16:17:52 INFO  AddItemTable:2191 - VALUATION TYPE input field is SUCCESSFULLY filled in.
2023-06-05 16:17:53 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:17:53 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:17:53 INFO  AddItemTable:3411 - HANDLING TYPE element's Position from left side is: 1234 pixels.
2023-06-05 16:17:53 INFO  AddItemTable:3415 - HANDLING TYPE element's Position from top is: 507 pixels.
2023-06-05 16:17:53 INFO  AddItemTable:3419 - HANDLING TYPE element width is 72 pixels
2023-06-05 16:17:53 INFO  AddItemTable:3423 - HANDLING TYPE element height Is 28 pixels
2023-06-05 16:17:53 INFO  AddItemTable:3427 - HANDLING TYPE end coordinate of Web element on X axis is: 1306
2023-06-05 16:17:53 INFO  AddItemTable:3431 - HANDLING TYPE end coordinate of Web element on Y axis is: 535
2023-06-05 16:17:53 INFO  AddItemTable:3490 - Handling Type Element is completelly visible in the view port.
2023-06-05 16:17:55 INFO  AddItemTable:2221 - HANDLING TYPE input field is SUCCESSFULLY filled in.
2023-06-05 16:17:57 INFO  AddItemTable:3033 - MATERIAL DESCRIPTION input field is AUTOFILLED with the value 'Gasoil'.
2023-06-05 16:17:57 INFO  AddItemTable:3064 - BASE UNIT OF MEASURE input field is AUTOFILLED with the value 'L15'.
2023-06-05 16:17:57 INFO  Test_Cases:332 - 'ADD ITEM' button was clicked to add the second row into the 'ITEM DATA' table.
2023-06-05 16:17:58 INFO  Waitings:242 - TOTAL TIME that Editable second row of ADD ITEM Table - 'LEFT part' page was loading: 0.498 seconds.
2023-06-05 16:17:58 INFO  Waitings:242 - TOTAL TIME that Editable second row of ADD ITEM Table - 'RIGHT part' page was loading: 0.034 seconds.
2023-06-05 16:18:09 INFO  Waitings:336 - TOTAL TIME that the Updating ADD ITEM TABLE page was loading: 0.016 seconds.
2023-06-05 16:18:10 INFO  Waitings:479 - TOTAL TIME that the RIGHT PART of ADD ITEM TABLE -> 2nd ROW was observed for changing its status: 1.075 seconds.
2023-06-05 16:18:13 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:18:13 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:18:13 INFO  AddItemTable:3411 - MATERIAL element's Position from left side is: 720 pixels.
2023-06-05 16:18:13 INFO  AddItemTable:3415 - MATERIAL element's Position from top is: 507 pixels.
2023-06-05 16:18:13 INFO  AddItemTable:3419 - MATERIAL element width is 62 pixels
2023-06-05 16:18:13 INFO  AddItemTable:3423 - MATERIAL element height Is 28 pixels
2023-06-05 16:18:13 INFO  AddItemTable:3427 - MATERIAL end coordinate of Web element on X axis is: 782
2023-06-05 16:18:13 INFO  AddItemTable:3431 - MATERIAL end coordinate of Web element on Y axis is: 535
2023-06-05 16:18:13 INFO  AddItemTable:3490 - Material Element is completelly visible in the view port.
2023-06-05 16:18:13 INFO  AddItemTable:2069 - MATERIAL input field is SUCCESSFULLY filled in.
2023-06-05 16:18:13 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:18:13 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:18:13 INFO  AddItemTable:3411 - QUANTITY element's Position from left side is: 876 pixels.
2023-06-05 16:18:13 INFO  AddItemTable:3415 - QUANTITY element's Position from top is: 507 pixels.
2023-06-05 16:18:13 INFO  AddItemTable:3419 - QUANTITY element width is 72 pixels
2023-06-05 16:18:13 INFO  AddItemTable:3423 - QUANTITY element height Is 28 pixels
2023-06-05 16:18:13 INFO  AddItemTable:3427 - QUANTITY end coordinate of Web element on X axis is: 948
2023-06-05 16:18:13 INFO  AddItemTable:3431 - QUANTITY end coordinate of Web element on Y axis is: 535
2023-06-05 16:18:13 INFO  AddItemTable:3490 - Quantity Element is completelly visible in the view port.
2023-06-05 16:18:13 INFO  AddItemTable:2102 - QUANTITY input field is SUCCESSFULLY filled in.
2023-06-05 16:18:13 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:18:14 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:18:14 INFO  AddItemTable:3411 - PLANT element's Position from left side is: 1024 pixels.
2023-06-05 16:18:14 INFO  AddItemTable:3415 - PLANT element's Position from top is: 507 pixels.
2023-06-05 16:18:14 INFO  AddItemTable:3419 - PLANT element width is 60 pixels
2023-06-05 16:18:14 INFO  AddItemTable:3423 - PLANT element height Is 28 pixels
2023-06-05 16:18:14 INFO  AddItemTable:3427 - PLANT end coordinate of Web element on X axis is: 1084
2023-06-05 16:18:14 INFO  AddItemTable:3431 - PLANT end coordinate of Web element on Y axis is: 535
2023-06-05 16:18:14 INFO  AddItemTable:3490 - Plant Element is completelly visible in the view port.
2023-06-05 16:18:14 INFO  AddItemTable:2132 - PLANT input field is SUCCESSFULLY filled in.
2023-06-05 16:18:14 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:18:14 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:18:14 INFO  AddItemTable:3411 - STORAGE LOCATION element's Position from left side is: 1086 pixels.
2023-06-05 16:18:14 INFO  AddItemTable:3415 - STORAGE LOCATION element's Position from top is: 507 pixels.
2023-06-05 16:18:14 INFO  AddItemTable:3419 - STORAGE LOCATION element width is 72 pixels
2023-06-05 16:18:14 INFO  AddItemTable:3423 - STORAGE LOCATION element height Is 28 pixels
2023-06-05 16:18:14 INFO  AddItemTable:3427 - STORAGE LOCATION end coordinate of Web element on X axis is: 1158
2023-06-05 16:18:14 INFO  AddItemTable:3431 - STORAGE LOCATION end coordinate of Web element on Y axis is: 535
2023-06-05 16:18:14 INFO  AddItemTable:3490 - Storage location Element is completelly visible in the view port.
2023-06-05 16:18:14 INFO  AddItemTable:2162 - STORAGE LOCATION input field is SUCCESSFULLY filled in.
2023-06-05 16:18:14 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:18:14 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:18:14 INFO  AddItemTable:3411 - VALUATION TYPE element's Position from left side is: 1160 pixels.
2023-06-05 16:18:14 INFO  AddItemTable:3415 - VALUATION TYPE element's Position from top is: 507 pixels.
2023-06-05 16:18:14 INFO  AddItemTable:3419 - VALUATION TYPE element width is 72 pixels
2023-06-05 16:18:14 INFO  AddItemTable:3423 - VALUATION TYPE element height Is 28 pixels
2023-06-05 16:18:14 INFO  AddItemTable:3427 - VALUATION TYPE end coordinate of Web element on X axis is: 1232
2023-06-05 16:18:14 INFO  AddItemTable:3431 - VALUATION TYPE end coordinate of Web element on Y axis is: 535
2023-06-05 16:18:14 INFO  AddItemTable:3490 - Valuation Type Element is completelly visible in the view port.
2023-06-05 16:18:15 INFO  AddItemTable:2191 - VALUATION TYPE input field is SUCCESSFULLY filled in.
2023-06-05 16:18:15 INFO  AddItemTable:3395 - Browser window height is 867 pixels
2023-06-05 16:18:15 INFO  AddItemTable:3405 - Vertical Scroller in ADD ITEM table is: 1850 pixels.
2023-06-05 16:18:15 INFO  AddItemTable:3411 - HANDLING TYPE element's Position from left side is: 1234 pixels.
2023-06-05 16:18:15 INFO  AddItemTable:3415 - HANDLING TYPE element's Position from top is: 507 pixels.
2023-06-05 16:18:15 INFO  AddItemTable:3419 - HANDLING TYPE element width is 72 pixels
2023-06-05 16:18:15 INFO  AddItemTable:3423 - HANDLING TYPE element height Is 28 pixels
2023-06-05 16:18:15 INFO  AddItemTable:3427 - HANDLING TYPE end coordinate of Web element on X axis is: 1306
